,text,author_id,public_metrics,created_at,id,query_description,tags,withheld,"('english_score', 'universal_score')"
1441,"@nrawomen @NRA Biometric gun safes, opened with a fingerprint, are for sale now. Try Amazon. Christmas is coming. These are not for everyone, but you may know a family they are appropriate for. Reducing school and toddler shootings may be the best way to protect gun rights. #guncontrol #NRA",36489977,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:48:35+00:00,1468230965197684741,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.06, 0.03)"
1442,"RT @NRAA1F: CDC Director Rochelle Walensky announced on CNN that the embattled agency would be getting back into the ""gun-research"" busines…",33645709,"{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:45:54+00:00,1468230289453461505,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.04, 0.05)"
1443,"RT @ECarson13: @KnipperOzzie1 @GOPChairwoman @newtgingrich Naw, they have NO problem buying bulletproof backpacks for kindergarteners! It’s…",1464174414979907593,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:39:40+00:00,1468228723698810886,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.07, 0.19)"
1444,RT @funkykarma: THIS is how ya drag a candidate lil Marco. With you we don't have to lie like you just did. We have Truth. You are owned by…,821873849176358912,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:39:13+00:00,1468228610129633281,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.95, 0.92)"
1445,"@KnipperOzzie1 @GOPChairwoman @newtgingrich Naw, they have NO problem buying bulletproof backpacks for kindergarteners! It’s buying masks or following #covid protocols that’s a bigly struggle for the pro-fetus #NRA gang!
They are just fine with kids practicing active shooter drills. 
19-25k gun deaths 
780,000+ #COVID19",1295936948058689538,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2021-12-07T14:37:40+00:00,1468228219690225674,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.32, 0.3)"
1446,"RT @ArtM711: Time someone said it...
🤔👍 🇺🇸 #FJBMovement 
#FJBiden #FJB #Trump #Trump2024 #NRA #2A 
#LetsGoBrandon #HillaryClinton #Hillary…",1276895487413682177,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:36:09+00:00,1468227837937303557,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.84, 0.83)"
1447,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",4182380774,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:35:45+00:00,1468227737114624013,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.82, 0.88)"
1448,RT @funkykarma: THIS is how ya drag a candidate lil Marco. With you we don't have to lie like you just did. We have Truth. You are owned by…,25469559,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:30:28+00:00,1468226406907797509,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.88, 0.87)"
1449,"RT @LarryTenney: The #NRA backs #CA48 Michelle Steel and she abides their demands! The NRA's good ol' boys paid her to vote AGAINST:

❌ Vio…",17409515,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:29:00+00:00,1468226036668137473,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.56, 0.6)"
1450,Okay but the fact that we STILL do not have #GunControl and #GunReform because some people are bought by the #NRA and care more about money than lives...we’re never going to be free of school shootings if we don’t change. And acknowledge mental illness/warning signs.,21062835,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T14:27:22+00:00,1468225627706871812,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.18, 0.26)"
1451,Remind the democrats why Japan did not attack the mainland #NRA. #2ndAmendment https://t.co/oKi054aHOl,1334852045636046849,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:25:43+00:00,1468225213682704391,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.65, 0.65)"
1452,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",1410684103679225864,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:19:41+00:00,1468223692954083337,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.57, 0.62)"
1453,"RT @LarryTenney: The #NRA backs #CA48 Michelle Steel and she abides their demands! The NRA's good ol' boys paid her to vote AGAINST:

❌ Vio…",19168328,"{'retweet_count': 16, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:16:58+00:00,1468223008867295234,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.66, 0.64)"
1454,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",853060001199517697,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:08:01+00:00,1468220756660473866,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.34, 0.29)"
1455,"RT @appcsocialmedia: PM appoints Dr Ijaz Akram as chairman NRA 

#APPNews #NRA @MoIB_Official 

https://t.co/e7iaF9MGZ3 via @appcsocialmedi…",1109363724161347584,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:01:35+00:00,1468219137742753799,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.29, 0.22)"
1456,"RT @jmdufaux: Happy Holidays from around the world!
#ThomasMassie #Massie #NRA #USA #America #Taliban #GOPDeathCult #guns #RepThomasMassie…",32028244,"{'retweet_count': 40, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:54:33+00:00,1468217366559477760,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.05, 0.07)"
1457,"Time someone said it...
🤔👍 🇺🇸 #FJBMovement 
#FJBiden #FJB #Trump #Trump2024 #NRA #2A 
#LetsGoBrandon #HillaryClinton #Hillary #Bidenflation #Biden https://t.co/01cNhzlL2P",1029409531670028288,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2021-12-07T13:53:39+00:00,1468217142541795331,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.8, 0.66)"
1458,"Today: @timkmak, investigative correspondent @NPR, on the National Rifle Association. 

The #NRA filed for bankruptcy earlier this year and is facing multiple lawsuits for allegedly misusing funds for personal use and violating campaign finance laws.

https://t.co/CoDPyQhtEO",100002112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T13:52:35+00:00,1468216872923549708,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.41, 0.25)"
1459,"PM appoints Dr Ijaz Akram as chairman NRA 

#APPNews #NRA @MoIB_Official 

https://t.co/e7iaF9MGZ3 via @appcsocialmedia https://t.co/wLXzlrXN7n",723590002437939200,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T13:52:14+00:00,1468216783568084997,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.03, 0.05)"
1460,"RT @NRAA1F: CDC Director Rochelle Walensky announced on CNN that the embattled agency would be getting back into the ""gun-research"" busines…",777890006,"{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:47:55+00:00,1468215699957035009,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.11, 0.16)"
1461,"#NRA do @MZ_GOV_PL: ""Przesłane projekty zmierzają do pozbawienia podmiotów prowadzących apteki praw słusznie nabytych"". Więcej:
https://t.co/m5WHNGTofd
@MarekTomkow @MByliniak @TLeleno",1308364322238877697,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:45:42+00:00,1468215142487834633,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.18, 0.08)"
1462,The #NRA #GOP Murica. https://t.co/OfA4aw8imx,1368963117519167491,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:35:37+00:00,1468212603340136452,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.36, 0.4)"
1463,RT @pattypushka: So the #GOP wants to #BanAbortions so they can kill more kids at school instead! Another #SchoolShooting Brought to you by…,1340867682179100673,"{'retweet_count': 60, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:24:47+00:00,1468209875981422595,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.19, 0.27)"
1464,RT @Maria45ma: @GusMcRae5 EXACTLY Gus did not  comply with anything  they are pushing  . They are the enemy  of We The  People  ! They are…,1417650951960338432,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:19:12+00:00,1468208472986505218,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.42, 0.47)"
1465,RT @Maria45ma: @GusMcRae5 EXACTLY Gus did not  comply with anything  they are pushing  . They are the enemy  of We The  People  ! They are…,1441011675029770245,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:08:07+00:00,1468205683350904832,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.43, 0.63)"
1466,RT @Maria45ma: @GusMcRae5 EXACTLY Gus did not  comply with anything  they are pushing  . They are the enemy  of We The  People  ! They are…,1301818982161428480,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:05:30+00:00,1468205026858446850,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.99, 0.98)"
1467,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",1428067065630445581,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T13:04:35+00:00,1468204792824705024,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.12, 0.29)"
1468,"@GusMcRae5 EXACTLY Gus did not  comply with anything  they are pushing  . They are the enemy  of We The  People  ! They are out to eliminate  us  . 
#Patriotsunite #NRA #USA #MAGA #allLivesMatter #flushwashington https://t.co/HxCjKdRjTs",1384255002395365382,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",2021-12-07T12:59:55+00:00,1468203618302107649,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.64, 0.64)"
1469,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",1939118838,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:56:06+00:00,1468202659010125827,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.86, 0.92)"
1470,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",229075545,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:44:33+00:00,1468199752214925314,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.87, 0.95)"
1471,@LopezResists @rosalindprestag I always look at how GOP/Rs responded to #SandyHook massacre &amp; that's their unwavering stance on #GunControl &amp; #GunReform ...they don't care how many die of #GunViolence because they are slaves to the #NRA,773667327577579520,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",2021-12-07T12:43:09+00:00,1468199398345687043,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.92, 0.88)"
1472,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",1258187049007489027,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:40:18+00:00,1468198683896340485,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.22, 0.24)"
1473,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",44983352,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:31:38+00:00,1468196503894339584,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.89, 0.69)"
1474,"RT @yokoono: The death of a loved one is a hollowing experience.
After 40 years, Sean, Julian and I still miss him.
'Imagine all the people…",734845578,"{'retweet_count': 6401, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:29:20+00:00,1468195922320707595,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.22, 0.19)"
1475,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",1259542715806687233,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:29:19+00:00,1468195918277185544,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.96, 0.94)"
1476,The latest The Rusty Keeble Daily! https://t.co/NWuvEEpWWQ Thanks to @KellyannePolls #2a #nra,28049250,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:26:27+00:00,1468195196613582849,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.09, 0.07)"
1477,"RT @NinaPre256: Uganda is led by the original #NRA. Any terrorist/enemy who trys to attack us is doing a miscalculation.
#LetsBuildUG 
#Sec…",1352177330089811970,"{'retweet_count': 25, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:24:23+00:00,1468194677199355908,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.31, 0.18)"
1478,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",1404957359554891779,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:21:08+00:00,1468193861440839681,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.57, 0.58)"
1479,"RT @yokoono: The death of a loved one is a hollowing experience.
After 40 years, Sean, Julian and I still miss him.
'Imagine all the people…",62660658,"{'retweet_count': 6401, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:19:52+00:00,1468193541738270723,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.26, 0.25)"
1480,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",756641168188928001,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:18:15+00:00,1468193131950743554,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.21, 0.21)"
1481,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",3524283076,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:16:28+00:00,1468192687165693953,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.38, 0.29)"
1482,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",223708368,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:15:54+00:00,1468192542181183491,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.71, 0.66)"
1483,"RT @KrauseForIowa: Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinist…",1281303947857113088,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:14:14+00:00,1468192124206301186,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.71, 0.73)"
1484,Little Caesars Road Show Ends at Home #Food #Pizza #Beverage #Grocerant #Christmas #Branding #FoodMarketing #Restaurants #Partnerships #GrocerantGuru #FoodserviceSolutions #Anuga #NRA https://t.co/uLXNEx9Esh https://t.co/sXdfPcFPMO,21605324,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T12:13:34+00:00,1468191955968397314,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.1, 0.05)"
1485,"Why does #ComradeChuck support thugs who ship weapons to #Mexico drug cartels? I support #2ndAmendmentRights, but sinister people are abusing this loophole for evil purposes. Not a peep out of Chuck as #NRA laundered $ from #Putin. #Patriotic? #IaPolitics  https://t.co/EOhDGBdKu3",45413198,"{'retweet_count': 10, 'reply_count': 1, 'like_count': 15, 'quote_count': 2}",2021-12-07T12:13:23+00:00,1468191907939450882,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.79, 0.72)"
1486,"RT @Ragingpencils: My latest 'toon: ""No Good Guns"". #NRA https://t.co/OUEUy7bGhL",17139831,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T11:29:39+00:00,1468180901641261057,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.32, 0.4)"
1487,@NRA #nra #TrumpIsAMoron #GunSense #GunControl https://t.co/wVTYQLvm5E,28749369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T10:54:01+00:00,1468171935867572229,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.64, 0.44)"
1488,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",916642734697566211,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T10:36:50+00:00,1468167609904418816,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.38, 0.18)"
1489,The latest Otaku Tribune! https://t.co/MpHkF2XmQc Thanks to @ComicBookNOW @jlist @gomanga #nra #2a,782090605493035008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T10:13:49+00:00,1468161819101573122,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.04, 0.03)"
1490,How many children is America going to sacrifice for their second amendment rights?! This is insanity. #schoolshootings #NRA,1283616571915632645,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2021-12-07T10:11:45+00:00,1468161301226663940,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.04, 0.04)"
1491,RT @deAdder: Cartoon for @PostOpinions @washingtonpost #republicans #thoughtsandprayers #guns #nra https://t.co/WDcGBcRqI4,185583951,"{'retweet_count': 400, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T10:03:39+00:00,1468159262287450115,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.62, 0.71)"
1492,3D-Printed Guns: What You Need to Know https://t.co/jN4stSmv2h #3dguns #gunlaws #legalnews #nra,975149922730283008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T09:45:17+00:00,1468154638717366274,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.27, 0.14)"
1493,"RT @kibuukla: Protection of #HumanRightsDay2021 in Ug🇺🇬 
In Jan/1986, the #NRA led by Mr.@KagutaMuseveni captured Kampala &amp; set up a broad-…",2534512470,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T09:42:59+00:00,1468154059429498880,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.33, 0.36)"
1494,#insane #Massie #gun collection: ‘They shouldn’t be in the hands of civilians’ #SmartNews #nra #masskilling  https://t.co/pSGHiwPMO9,44142928,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T09:41:11+00:00,1468153606788595713,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.24, 0.22)"
1495,"@FrznDad @politvidchannel ""The Big Lie is just that, A Big Lie"" 

🙏🏾👉🏾❤ Use your voice! #Silenceiscomplicity #Silenceisviolence #VotingRights #Capitalism #ItsByDesign #Goverment #NRA 💪🏾✔ 

#DearAmerica... #DearAmeriKKKa 
**(This is AMERIKKA!!!)** 
#LockThemAllUp 
❤ We can do better as a human race ❤ https://t.co/RV1ZU2boOk",1359274887098081280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T08:55:11+00:00,1468142031939813378,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.07, 0.06)"
1496,Vive l'Amérique ! #USA #armes #NRA #Caricature https://t.co/kpjRoAAZ68,1395446563925897218,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T08:50:38+00:00,1468140886546657284,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.06, 0.12)"
1497,"@FrznDad @politvidchannel ""The Big Lie is just that, A Big Lie"" 

🙏🏾👉🏾❤ Use your voice! #Silenceiscomplicity #Silenceisviolence #VotingRights #Capitalism #ItsByDesign #Goverment #NRA 💪🏾✔ 

#DearAmerica... #DearAmeriKKKa 
**(This is AMERIKKA!!!)** 
#LockThemAllUp 
❤ We can do better as a human race ❤ https://t.co/p3INZLmjBA",1359274887098081280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T08:49:48+00:00,1468140674558087168,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.07, 0.06)"
1498,"@corjar26 @Shalimar1955 @politvidchannel Yep and Because: 
""The Big Lie is just that, A Big Lie"" 

🙏🏾👉🏾❤ Use your voice! #Silenceiscomplicity #Silenceisviolence #VotingRights #Capitalism #ItsByDesign #Goverment #NRA 💪🏾✔ 

#DearAmerica... #DearAmeriKKKa 
**(This is AMERIKKA!!!)** 
❤ We can do better as a human race ❤ https://t.co/DltqkeZwao",1359274887098081280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T08:44:06+00:00,1468139241855148034,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.07, 0.06)"
1499,"I *am* encouraged , tho.

My 83-yo father from TN, a HUGE #NRA supporter &amp; a concealed carry proponent, finally acknowledged that it should be considered #unethical, #illegal, &amp; #immoral for one to carry an AR15 to a protest.

#Rittenhouse",1390165544884658178,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2021-12-07T08:38:51+00:00,1468137920854953988,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.51, 0.56)"
1500,"#BlackAmerica/#America this is how @RepThomasMassie and family pose for a Christmas photograph,with an AR-15 in their hands,GOP Congressmen gets enormous amount of monetary funds from the #NRA,to keep from generating a gun control bill,while,school students run for their lives https://t.co/ZDhunb78fr",4510256717,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T08:00:02+00:00,1468128152446816262,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.04, 0.05)"
1501,RT @deAdder: Cartoon for @PostOpinions @washingtonpost #republicans #thoughtsandprayers #guns #nra https://t.co/WDcGBcRqI4,1241862577899986944,"{'retweet_count': 400, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T07:55:05+00:00,1468126905664606208,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.32, 0.3)"
1502,@KimIversenShow you're clearly a terrorist to intelligence and common fucking sense. Sweet baby Jesus in a velvet bag the shit you come up with. Did the #NRA whip your brain into rotted fried rice?,2964673968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T07:07:17+00:00,1468114874580586497,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.1, 0.12)"
1503,"RT @Igh0108: What's with all theses offensive weapons ⁦@RepThomasMassie⁩ ? 😩 
#USPoilitics @CNN @NRA #nra @ukpoli 
@FoxNews ⁦@MSNBC⁩ ⁦@nyti…",833937118808399872,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T07:03:47+00:00,1468113994028355594,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.9, 0.9)"
1504,"RT @ArtM711: #BidenSucks #FBiden #2A
#BidenDisaster #FJB #NRA
#MAGA #Trump2024 #Bidenflation #rtItBot 
""Uh, Looks like it wasn't a nightmar…",1319838991324049409,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T07:03:36+00:00,1468113949073846280,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.7, 0.73)"
1505,"RT @NRAA1F: CDC Director Rochelle Walensky announced on CNN that the embattled agency would be getting back into the ""gun-research"" busines…",170359315,"{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T07:00:42+00:00,1468113221047439362,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.46, 0.24)"
1506,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",170359315,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T06:47:00+00:00,1468109772679483394,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.46, 0.24)"
1507,".@GOP #MichiganGOP Much can be done. The #NRA is a #TerroristOrganization that is paying you off, just as it is paying off the #GQP nationally. Shake off the shackles and represent your people, not the #GunLobby. https://t.co/k0D77FnW2A",20954356,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T06:33:23+00:00,1468106345329090562,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.93, 0.86)"
1508,2nd grader - trying to please #NRA https://t.co/4GFfOvAdup,486928397,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T06:26:51+00:00,1468104702273339392,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.46, 0.4)"
1509,"RT @NRAA1F: Entering a home where you might be facing a threat is very dangerous and should be an absolute last resort, but it's worth prac…",796637160778633216,"{'retweet_count': 42, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T06:17:03+00:00,1468102236224040965,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.1, 0.07)"
1510,"#Trump2020 #himalayansalt  rum, an immense quantity of absinthe, but neither whisky nor gin.   #NRA #GOP #TeaParty https://t.co/uSvK0uSl34",1186718498896207878,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T06:16:45+00:00,1468102158088347648,First full size search 12/7 minus one week,#gun_control##MarchForOurLives#v1,,"(0.01, 0.0)"
