,text,author_id,public_metrics,created_at,id,query_description,tags,withheld,"('english_score', 'universal_score')"
2100,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",35809936,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:39:34+00:00,1468032402010226691,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.55, 0.53)"
2101,"RT @AlexDominguezB: Esta noche en @mileniotv 21hrs:

Este martes #EEUU enviará a #México a los primeros migrantes dentro del programa conoc…",19943942,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:38:44+00:00,1468032194748764165,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.28, 0.24)"
2102,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",16494919,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:38:42+00:00,1468032186796359682,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.52, 0.49)"
2103,"Esta noche en @mileniotv 21hrs:

Este martes #EEUU enviará a #México a los primeros migrantes dentro del programa conocido como #RemainInMexico. 

Toda la información y los detalles esta noche. Abro hilo👇🏼 https://t.co/DDYMo2GnMW",102245608,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2021-12-07T01:38:02+00:00,1468032017971433483,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.28, 0.24)"
2104,"ICYMI: the #BidenAdministration realizing how weak, ineffective and pathetic they are, decide to pretend they're #Trump for the day to see how that goes.  So far, bringing back #remaininmexico and $35 #insulin are their most popular policy decisions to date.",2409821744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:37:10+00:00,1468031799779643392,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.38, 0.35)"
2105,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1306742189087744007,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:33:56+00:00,1468030984352407555,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.22, 0.23)"
2106,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1300909820803858433,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:33:35+00:00,1468030897404334086,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.32, 0.35)"
2107,"RT @clayandbuck: Biden Reinstates Trump’s Remain In Mexico Policy  
""The #RemainInMexico policy that was one of the first things Biden got…",1316168569273622528,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:33:21+00:00,1468030839762169858,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.2, 0.15)"
2108,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",18397278,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:29:49+00:00,1468029948787150850,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.22, 0.18)"
2109,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1349105431701024772,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:28:14+00:00,1468029550416351232,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.41, 0.39)"
2110,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",18642569,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:27:40+00:00,1468029408065855489,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.27, 0.33)"
2111,RT @NicoletteGlazer: This is a direct result from Biden's unconscionable decision to resume #RemainInMexico: yuma is not (so far) on the li…,3148274222,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:24:27+00:00,1468028598447755265,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.66, 0.44)"
2112,RT @QueenHollyFayO1: #BidenBorderCrisis #RemainInMexico #StopTheInvasion #EndCatchAndRelease #MassDeportation #NoAmnesty #Tucker,406455364,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:17:01+00:00,1468026727968305155,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.79, 0.89)"
2113,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",24927052,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:16:54+00:00,1468026697803046918,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.22, 0.14)"
2114,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1224515240135667714,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:16:51+00:00,1468026686306402310,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.1, 0.11)"
2115,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1352012350287654913,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:13:00+00:00,1468025716545671169,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.34, 0.29)"
2116,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1626794622,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:12:57+00:00,1468025705837568002,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.18, 0.2)"
2117,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1396979067702763522,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:10:48+00:00,1468025164533227520,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.38, 0.44)"
2118,"RT @clayandbuck: Biden Reinstates Trump’s Remain In Mexico Policy  
""The #RemainInMexico policy that was one of the first things Biden got…",2964720673,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:09:10+00:00,1468024752258179073,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.34, 0.23)"
2119,"RT @clayandbuck: Biden Reinstates Trump’s Remain In Mexico Policy  
""The #RemainInMexico policy that was one of the first things Biden got…",1273785718171668482,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:08:41+00:00,1468024632578035716,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.25, 0.25)"
2120,"@KenPaxtonTX You should send the federal government a bill for all the hours, equipment and damages the State of #Texas has had to pay for.  The reimplementation of #remaininmexico is proof of malice as far as I am concerned.",1435815302487552002,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:08:04+00:00,1468024478261301261,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.24, 0.3)"
2121,"This is a direct result from Biden's unconscionable decision to resume #RemainInMexico: yuma is not (so far) on the list of POE to which it will be applied, so ppl are flocking there in the hope of applying for asylum, a right Congress guaranteed in the INA. This is just a hype https://t.co/lOQZPBSm2a",326139135,"{'retweet_count': 2, 'reply_count': 2, 'like_count': 9, 'quote_count': 0}",2021-12-07T01:07:35+00:00,1468024354042626051,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.38, 0.31)"
2122,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",4705502727,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:07:31+00:00,1468024337395589121,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.55, 0.63)"
2123,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",49787717,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:06:38+00:00,1468024115147726853,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.36, 0.32)"
2124,"RT @clayandbuck: Biden Reinstates Trump’s Remain In Mexico Policy  
""The #RemainInMexico policy that was one of the first things Biden got…",1359555746241929216,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:02:21+00:00,1468023036712468480,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.18, 0.27)"
2125,"Biden Reinstates Trump’s Remain In Mexico Policy  
""The #RemainInMexico policy that was one of the first things Biden got rid of when he came into office."" - @BuckSexton #Biden #Border #IllegalImmigration  
https://t.co/NLJB0nh79Z https://t.co/RcTlTmlLPR",1397278381973123083,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 36, 'quote_count': 1}",2021-12-07T01:01:19+00:00,1468022777848418308,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.1, 0.11)"
2126,"RT @KennRWeeks: @iunderstoodu @SorinsSomnium @parkstorm @Kybelle195739 @cspanwj @Liberty_Belle04 Hi Sukie💁‍♂️
Conservatives currently fund…",1215014495514349568,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:01:16+00:00,1468022764455874560,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.42, 0.3)"
2127,"RT @KennRWeeks: @iunderstoodu @SorinsSomnium @parkstorm @Kybelle195739 @cspanwj @Liberty_Belle04 Hi Sukie💁‍♂️
Conservatives currently fund…",27385174,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:00:50+00:00,1468022657568284675,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.83, 0.87)"
2128,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",199311617,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T01:00:26+00:00,1468022557102256133,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.33, 0.28)"
2129,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",974997176077225984,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:58:11+00:00,1468021987528355845,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.75, 0.61)"
2130,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",3320976024,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:55:29+00:00,1468021310509002755,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.31, 0.34)"
2131,"@iunderstoodu @SorinsSomnium @parkstorm @Kybelle195739 @cspanwj @Liberty_Belle04 Hi Sukie💁‍♂️
Conservatives currently fund #BuildTheWall Texas protect all States including Missouri from #POTUS46 #BidenBorderCrisis. Coupled with #RemainInMexico resumed today by court order proves beyond doubt  #BidenIsALaughingstock 
Have a nice evening✨
https://t.co/TrcQ4YuJZq",27385174,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2021-12-07T00:52:45+00:00,1468020622206726144,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.83, 0.87)"
2132,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1465127972554293249,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:50:21+00:00,1468020017333690374,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.09, 0.11)"
2133,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",4867472865,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:47:43+00:00,1468019357599117317,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.72, 0.66)"
2134,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",821206447627390979,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:47:16+00:00,1468019244239577089,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.78, 0.66)"
2135,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",3006600919,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:46:34+00:00,1468019066979827713,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.78, 0.84)"
2136,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",1432033664540545027,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:44:01+00:00,1468018422680330245,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.32, 0.3)"
2137,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",540085958,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:42:05+00:00,1468017939328614404,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.27, 0.23)"
2138,"RT @KenPaxtonTX: The reimplementation of #RemaininMexico policy is a win for #Texas and for the nation. 

I’ll continue to fight to restore…",969314445494120448,"{'retweet_count': 70, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T00:42:00+00:00,1468017918671785985,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.35, 0.37)"
2139,"Are you hungry? Well look no further, use this code for $10 off your first UberEats order over $20. 
eats-mlittl

1.#bidenbordercrisis 2.#formula1 3.#austingp 4.#ufcfightnight 5.#dontletitbreakyourheart https://t.co/YYxZrTUBQL",1205272836861882368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:14:04+00:00,1468237380603813896,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.03, 0.0)"
2140,"RT @6Exlusive: When legally inheriting the United States of America, you value the rule of law🇺🇸

BUT

When stealing America you overlook t…",1435752286970650624,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:13:52+00:00,1468237328577708033,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.71, 0.79)"
2141,RT @QueenHollyFayO1: #BidenBorderCrisis #StopTheInvasion #RemainInMexico #DeportThemAll #SendThemAllBack #ImmigrationMoratorium #MassDeport…,1405557910617395208,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:12:43+00:00,1468237041620111371,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.95, 0.94)"
2142,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",322129948,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:12:43+00:00,1468237041330704389,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.31, 0.27)"
2143,"Liar.. Trump's plan is the only can save this country! #WakeUpAmerica #LetsGoBrandon 
#BidenBorderCrisis #Bidenisafailure https://t.co/90iQRzLcor",1649512399,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:11:33+00:00,1468236744529256463,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.39, 0.26)"
2144,#BidenBorderCrisis #StopTheInvasion #RemainInMexico #DeportThemAll #SendThemAllBack #ImmigrationMoratorium #MassDeportation #NoAmnesty https://t.co/Ovy2bnL7eF,1351253039546564608,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T15:10:59+00:00,1468236605701996548,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.71, 0.59)"
2145,Can anyone think of anything that Brandon has done right? I'll wait. #Bidenflation #BidenBorderCrisis,971167905156075520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:07:02+00:00,1468235610402009095,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.16, 0.17)"
2146,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",820696212517126144,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T15:03:58+00:00,1468234835907031054,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.14, 0.12)"
2147,RT @RepDanBishop: .@SecMayorkas needs to come before the House Judiciary Committee immediately. #BidenBorderCrisis,584906070,"{'retweet_count': 53, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:57:59+00:00,1468233330730713091,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.17, 0.16)"
2148,"#BidenBorderCrisis 
#BidenAdministration 
#BidenIsADisgrace https://t.co/6y0IEBGNOG",736565639943467008,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:52:17+00:00,1468231898283585546,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.25, 0.15)"
2149,Check out Fontvne's video! #TikTok https://t.co/tise5689tm 😂😂😂😂#BidenBorderCrisis #Biden #Awareness #woke #BidenAdministration #FireFauci,1542577957,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:51:01+00:00,1468231580242042892,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.35, 0.25)"
2150,"RT @BlaiseP59407586: #RESCUETHECHILDREN
#STOPHUMANTRAFFICKING
#ENDHUMANTRAFFICKING
#BidenBorderCrisis https://t.co/q5vPLAmKIw",1247723843424112641,"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:47:02+00:00,1468230578294214667,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.23, 0.22)"
2151,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",1442009338671890434,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:43:55+00:00,1468229793661521936,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.34, 0.23)"
2152,"Another #DemocraticClown being left behind...🤣🤣🤣
#DemocratsAreDestroyingAmerica #BidenCrimeFamily #WheresHuntersLaptop #BidenBorderCrisis #BidenLies #FakeFauci 

Us #Patriots have to #VoteThemOut #VoteRed2022 #SaveAmerica2024 #TrumpWasRight #maga2022 #MAGA2024 https://t.co/1YWHTMI7Et",4273899313,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:40:10+00:00,1468228847481106449,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.18, 0.16)"
2153,#omnicrom #FJB #FJBiden #BidenBorderCrisis #BidenAdministration #LetsGoBrandon #COVID19 #COVID #VaccineDeaths #vaccine #antivaxxers https://t.co/E4RRacXmv2,1368568521567965187,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:38:17+00:00,1468228372719448068,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.06, 0.08)"
2154,#BidenBorderCrisis #BidenAdministration #BidenDelivers https://t.co/eoyozJfErk,34073994,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:37:54+00:00,1468228277689069570,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.76, 0.74)"
2155,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",1442615019158392836,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:32:04+00:00,1468226810118873095,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.37, 0.33)"
2156,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",2361912486,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:31:05+00:00,1468226560574607369,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.33, 0.2)"
2157,"@USBPChiefDRT Arrest and DEPORT, DEPORT,DEPORT.

#massdeportation
#BidenBorderCrisis #StopTheInvasion
#NoAmnesty",1451789883610210305,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T14:27:21+00:00,1468225622035996676,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.15, 0.09)"
2158,RT @SenTedCruz: #BidenBorderCrisis,1458310808480677889,"{'retweet_count': 173, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:26:24+00:00,1468225382117933056,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.52, 0.58)"
2159,"RT @LawrenceSellin: Americans don't trust the #Biden's Woke and politicized U.S. military any more. He is an illegitimate president.
#USA #…",1415059021183299596,"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:25:56+00:00,1468225268603138054,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.09, 0.16)"
2160,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",1453452710032945155,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:25:47+00:00,1468225228845330443,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.33, 0.48)"
2161,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",1458310808480677889,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:24:43+00:00,1468224959168360459,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.52, 0.58)"
2162,Thousands of immigrants seeking asylum at the Yuma border  https://t.co/AdTmJvxeBY #BidenBorderCrisis,284925640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:19:39+00:00,1468223686876483585,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.61, 0.62)"
2163,#harris #Kamalaharris #kamalaharris2024 #2024unddu #BidenDelivers #Biden #Bidenflation #BidenBorderCrisis #BidenAdministration #BidenHarris #bidenputin #BidenPutinPipeline #BidenApproval #bidenpoophispants #PoopyPantsBiden #bidenfart #bidenisadictator #bidensucks #harris2024 https://t.co/Y04p0J391m,780539957316194304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:18:14+00:00,1468223327911174152,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.12, 0.11)"
2164,"RT @ArtM711: All that I can say is #FJB
😡🖕 🇺🇸 #FJBMovement 
#bidenisadictator #Trump 
#Trump2024 #Bidenflation 
#BidensAmerica #NoBiden #Bi…",1276895487413682177,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:18:09+00:00,1468223308458074123,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.85, 0.81)"
2165,"Are you hungry? Well look no further, use this code for $10 off your first UberEats order over $20. 
eats-mlittl

1.#bidenbordercrisis 2.#formula1 3.#austingp 4.#ufcfightnight 5.#dontletitbreakyourheart https://t.co/4BGThCxOKd",1205272836861882368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:16:19+00:00,1468222844425445384,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.03, 0.0)"
2166,"RT @ArtM711: All that I can say is #FJB
😡🖕 🇺🇸 #FJBMovement 
#bidenisadictator #Trump 
#Trump2024 #Bidenflation 
#BidensAmerica #NoBiden #Bi…",2601508416,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:15:58+00:00,1468222757754310667,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.67, 0.71)"
2167,"#BidenBorderCrisis 
Biden's border is a US crisis. One crisis in a list of many Biden/Harris created exclusively for US!
😡🇺🇲 https://t.co/ovHk3HhDVr",1269054525555474444,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-12-07T14:13:39+00:00,1468222177333989386,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.39, 0.3)"
2168,"All that I can say is #FJB
😡🖕 🇺🇸 #FJBMovement 
#bidenisadictator #Trump 
#Trump2024 #Bidenflation 
#BidensAmerica #NoBiden #BidenBorderCrisis #2A
 #MAGA #LetsGoBrandon #blasiosucks #rtItBot #1A https://t.co/WCjUvLZy39",1029409531670028288,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:12:54+00:00,1468221985020911630,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.8, 0.66)"
2169,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",1259849165644935174,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:10:52+00:00,1468221475857571847,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.17, 0.14)"
2170,"RT @SenTedCruz: Since October 1, the Rio Grande Valley has seen a 163% increase in illegal alien encounters compared to this time last year…",1416153165997744132,"{'retweet_count': 299, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:06:45+00:00,1468220439587700739,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.4, 0.15)"
2171,"RT @6Exlusive: When legally inheriting the United States of America, you value the rule of law🇺🇸

BUT

When stealing America you overlook t…",1457230493284458498,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2021-12-07T14:06:10+00:00,1468220293143486468,First full size search 12/7 minus one week,#immigration##BorderCrisis#v1,,"(0.46, 0.47)"
